row_id,learner_group_id,sign_group_id,split,category_code,prompt_language,selection_strategy,selection_reason,anchor_outcome,anchor_correct,anchor_was_skipped,anchor_quality_score,anchor_quality_band,response_time_ms,retry_count,hint_count,sign_difficulty,was_due,days_overdue,selection_priority,pre_mastery_score,post_mastery_score,pre_total_reviews,pre_successful_reviews,pre_failure_count,pre_average_quality_score,pre_average_response_time_ms,hours_since_previous_review,pre_ease_factor,post_ease_factor,pre_interval_days,post_interval_days,pre_repetition_count,post_repetition_count,pre_lapse_count,post_lapse_count,scheduled_delay_hours,learner_prior_attempts,learner_prior_accuracy,learner_prior_average_quality,future_recall_success
6b946d80d9d700dd07612225084a4ee11f700bc29e8d500476097e5e4f2859da,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,40f79f3fa9f938b258f0edc45c0351d74670e8bd1b1ffcbfcf20f4f511feafb9,train,NUMBERS,english,due_only,new_direction,incorrect,0,0,1.0,1,7281,1,0,2,1,0.0,77.04,0.0248,0.1036,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,2,1.0,5.0,1
480b54c6981f8349ae5842bb72dd18ff80323713f539b362563b2e13f97e6c03,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,e571a4e7e3fa4de651fef6cb6bfddc05705dd29ed5dd94156cec07bf1647e42a,train,SCHOOL_VOCABULARY,english,random_control,new_direction,incorrect,0,0,1.0,1,7346,1,1,1,1,0.0,4.42,0.0608,0.1234,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,4,0.75,4.0,1
33750994ac20a0af5c7f84d810b06bd2532c2d178ebaa0e1e335fcffbf1d0fbf,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,9657919572610c44e90ae7341f36811fc8acf035db431775883cfe85a60a23c0,train,SCHOOL_VOCABULARY,english,adaptive,new_direction,incorrect,0,0,1.0,1,7918,1,0,3,1,0.0,83.53,0.0915,0.1403,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,6,0.666667,3.666667,0
6c3ef428a6b637f34d760c64436b256f1a65fdeaf944fd10ce2ff87061ad13f4,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,3d84ae23c933b78aacd771e1bfbbe8be0eed904bb47a6fe137cae79a41ae64a9,train,NUMBERS,english,adaptive,new_direction,correct,1,0,4.5,5,8960,0,1,4,1,0.0,82.83,0.106,0.4633,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,8,0.5,3.0,0
2ab2bee88ccad9b162638b433a03cd536678eddecdb21d090697c3f6559818b5,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,8a0759c04c4ed4a05541c2af6c5dbdacfc062678f5aa53521e8682b0760e18d9,train,GREETINGS,english,adaptive,new_direction,correct,1,0,5.0,5,6994,0,0,4,1,0.0,82.07,0.1137,0.5125,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,10,0.5,2.95,1
4b589faf130704ae65126b1733832701949d970e5640a34578a8ebeb882c90f1,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,f844452b10ac23555bb7b294b267a7b2f163710f18c5752db8dee7dae75a2007,train,EMOTIONS,english,adaptive,new_direction,skipped,0,1,0.0,0,2090.0,0,0,4,1,0.0,84.26,0.0798,0.0439,0,0,0,0.0,,,2.5,1.7,0,1,0,0,0,1,24.0,12,0.583333,3.145833,0
ce69034158ab6a460435c96c309fb51cf582f9c3ea773c42d306baa4bbe1e835,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,9657919572610c44e90ae7341f36811fc8acf035db431775883cfe85a60a23c0,train,SCHOOL_VOCABULARY,english,adaptive,overdue,incorrect,0,0,1.0,1,8912,1,0,3,1,8.88,73.54,0.1672,0.182,2,0,2,1.0,8208.0,237.0383,1.42,1.3,1,1,0,0,2,3,24.0,14,0.5,2.767857,1
639fe5ef9aaa810860b9f3e93fcf1baa11601b7b518f3c8402e069225c204812,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,56e441077b6f4e3d9151e19cf87c4af303ba8e755e6cf372a903aa389abe1585,train,EMOTIONS,english,adaptive,new_direction,incorrect,0,0,1.0,1,10613,2,1,3,1,0.0,79.77,0.0191,0.1005,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,16,0.5,2.75,1
33ac6e9193e3d00247a892c28462f73be515a0c835d85f13d59c609b11432411,68d4d6f1b3a4c5c9c1eb527d16c2c297ae0f692dc8f90c36732c940e3ce403e2,e5f0f8ee9588c53c8574310d3122aedafdb64a73b58a541fc421809de5cfee39,train,DAILY_LIFE,english,adaptive,new_direction,correct,1,0,4.25,4,6682,1,0,2,1,0.0,79.91,0.03,0.399,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,18,0.5,2.777778,0
c7bc05231399c31e8461d7a34149834a9dbb674e553e4d086a7e58ad72433d95,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,d25715e85fb112661178a40caec4f7079288e25200d4105531a087ace1bf006f,test,GREETINGS,sinhala,random_control,new_direction,incorrect,0,0,1.0,1,10420,1,1,5,1,0.0,7.74,0.0507,0.1179,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,0,0.0,0.0,1
7c18766efb7dac1cc39178911a028d11ad139b6d5ea22837dfa4c6d6ea25280e,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,d25715e85fb112661178a40caec4f7079288e25200d4105531a087ace1bf006f,test,GREETINGS,sinhala,adaptive,due_today,correct,1,0,3.5,4,10525,2,0,5,1,0.72,46.87,0.4473,0.561,2,1,1,2.625,10062.0,41.2632,1.96,1.96,1,5,1,2,1,1,120.0,2,0.5,2.625,1
29d4a813183c8d2bac57229ba0aa2945a49e3d266f200d5eaea0b1728653a2d2,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,e5f0f8ee9588c53c8574310d3122aedafdb64a73b58a541fc421809de5cfee39,test,DAILY_LIFE,sinhala,random_control,new_direction,correct,1,0,5.0,5,4197,0,0,2,1,0.0,17.14,0.0925,0.5009,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,4,0.75,3.3125,1
313fa661dcb43e3618b18974ad9b891ba29324a32893c8bb428669c8335b5ee9,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,0942be67a27862a7f61b0a638bc676513976dffc36741774ef3379d8d1d47a50,test,EMOTIONS,sinhala,random_control,new_direction,correct,1,0,5.0,5,5088,0,0,2,1,0.0,3.36,0.082,0.4951,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,6,0.833333,3.75,0
55851e65fa4bfc1c1d2be7a074d506d221b2c438e4c5c247074f6d5d27b76c56,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,8a0759c04c4ed4a05541c2af6c5dbdacfc062678f5aa53521e8682b0760e18d9,test,GREETINGS,sinhala,adaptive,new_direction,incorrect,0,0,1.0,1,8250,1,0,4,1,0.0,86.32,0.0368,0.1102,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,8,0.75,3.5625,1
ec76ef7aefa0dbdae17a79afb46c7d51c1fe97dc3cf46d17052f5cc90e0587ef,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,703eebd4a4dbbbaf13cade8763e984d8083555fd3bd0eff5dd860de7505f81e0,test,SCHOOL_VOCABULARY,sinhala,adaptive,new_direction,incorrect,0,0,1.0,1,7528,2,0,1,1,0.0,71.45,0.0557,0.1206,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,10,0.7,3.45,1
57536a1cb12df54954cad7404a7ccfd7a79f9de5fe1eb00839934315d2d66940,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,f844452b10ac23555bb7b294b267a7b2f163710f18c5752db8dee7dae75a2007,test,EMOTIONS,sinhala,adaptive,new_direction,incorrect,0,0,1.0,1,9434,2,0,4,1,0.0,86.75,0.0574,0.1216,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,12,0.666667,3.375,0
6c58260dbe406a3522a69ba1f82fab166b5acfb25b863a58641a326bfbef6b2b,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,831b32752742b1344cedb6a195529d4839a26cf7ae81b1d0266a8a5f1b0f8037,test,NUMBERS,sinhala,due_only,new_direction,correct,1,0,4.5,5,9458,0,1,5,1,0.0,85.38,0.103,0.4617,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,14,0.571429,3.035714,0
a8e4b71413c61d8e43949c3271902fbe338f32d775dfd74bd057c897491054a3,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,faa6364074005ad3253a24e159c597123c8145442468a04250540401d256303c,test,NUMBERS,sinhala,adaptive,new_direction,correct,1,0,5.0,5,4601,0,0,1,1,0.0,78.76,0.1155,0.5135,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,16,0.5625,3.0,1
df30384190a40582b9b639dc2452a49d9727f19ee9f3e3d81541fcd04c7d2c0a,f607be4113a855ec4a7f5d1eadef5801460219f312bca3e202ffc09be3a7e226,31c83dc0907991a205b7916a414c9a90292631064e35b1550de089e1be1897ca,test,SCHOOL_VOCABULARY,sinhala,legacy_random,new_direction,incorrect,0,0,1.0,1,7424,1,0,4,1,0.0,13.63,0.106,0.1483,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,18,0.611111,3.222222,1
acb06db95e112b5d4bbb8789885fe850f96d2970187999fb8e98fad6297370a5,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,659bbbcce07eea8f3abce77a2946c2adcf621f49ddb52e63141ad1dd496d792f,test,GREETINGS,sinhala,adaptive,new_direction,correct,1,0,4.5,5,5290,0,1,1,1,0.0,80.78,0.0201,0.4161,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,0,0.0,0.0,1
7baa9673b5dbc3403d503bb612cfaa32845d995b05be13e6f12cb8009e8f29cf,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,f844452b10ac23555bb7b294b267a7b2f163710f18c5752db8dee7dae75a2007,test,EMOTIONS,sinhala,adaptive,new_direction,correct,1,0,5.0,5,7390,0,0,4,1,0.0,87.34,0.0879,0.4983,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,2,1.0,4.75,0
5285a70234774daa1cfad0658c8d2d650414321f9180f2fb3270a35750b2fcf2,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,10015f2c4c01d43f3c2a0226d53cc4881a98e37b1887e45f04497e1b21c5f4ff,test,DAILY_LIFE,sinhala,due_only,new_direction,correct,1,0,4.25,4,6858,1,0,2,1,0.0,81.44,0.0549,0.4127,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,4,0.75,3.875,0
908538a6e864e92f6799c41389b62ab35cd74176e690a73f3bc2dd09e876f007,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,56e441077b6f4e3d9151e19cf87c4af303ba8e755e6cf372a903aa389abe1585,test,EMOTIONS,sinhala,adaptive,new_direction,skipped,0,1,0.0,0,5296.0,0,0,3,1,0.0,88.81,0.0103,0.0057,0,0,0,0.0,,,2.5,1.7,0,1,0,0,0,1,24.0,6,0.666667,3.458333,1
cd0c2b1d1e81b34521081e4e4a0ee01aa7300fa7e7f8a7e9d03abbf53bf7d1a5,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,d3ab9845d5d672cedadf58ae1516955047a0d05ceafdb1b28cdcadf60e9c4ba5,test,DAILY_LIFE,sinhala,adaptive,new_direction,correct,1,0,4.5,5,9228,0,1,4,1,0.0,82.1,0.0799,0.4489,0,0,0,0.0,,,2.5,2.6,0,1,0,1,0,0,24.0,8,0.625,3.21875,1
9d84e6a90e04cabd21b23027f7e71654e76ef8e013b8ebef08d17c90b27fd7b3,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,659bbbcce07eea8f3abce77a2946c2adcf621f49ddb52e63141ad1dd496d792f,test,GREETINGS,sinhala,adaptive,overdue,correct,1,0,5.0,5,3617,0,0,1,1,9.1,54.31,0.6789,0.8234,2,2,0,4.75,4758.0,386.4184,2.7,2.8,7,26,2,3,0,0,624.0,10,0.7,3.525,1
e849590cc8b9bb1b22cfcff14b2ebc7d3db146544cc0b44ed092c2f7c31757d2,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,28f5c82001f9e865c652d32b6958b048cc02f6c902a0a366c0578fc7d80a1abf,test,NUMBERS,sinhala,adaptive,new_direction,incorrect,0,0,1.0,1,10318,2,0,3,1,0.0,83.29,0.0875,0.1381,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,12,0.75,3.770833,1
a787a2f2990e605b638c8216fa47c0beb65970225767bf4b70786564d747f0dd,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,9657919572610c44e90ae7341f36811fc8acf035db431775883cfe85a60a23c0,test,SCHOOL_VOCABULARY,sinhala,adaptive,new_direction,correct,1,0,3.5,4,10052,1,1,3,1,0.0,79.75,0.091,0.365,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,14,0.714286,3.660714,1
42b055df7af2816a9277d60dd4c7a186eda31d59355b9e2bd7953d4ad737ed5f,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,3d84ae23c933b78aacd771e1bfbbe8be0eed904bb47a6fe137cae79a41ae64a9,test,NUMBERS,sinhala,adaptive,new_direction,incorrect,0,0,1.0,1,11772,2,1,4,1,0.0,86.06,0.0375,0.1106,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,16,0.75,3.625,1
97104310ca86ae990dc226d54ca188a9ba2a643066a94fbe4588793595c6e021,70acbcf3307bd955b4d7b1ecf9998127556707f2e5da382ad28eac3fe29069a1,31c83dc0907991a205b7916a414c9a90292631064e35b1550de089e1be1897ca,test,SCHOOL_VOCABULARY,sinhala,due_only,new_direction,incorrect,0,0,1.0,1,9419,1,0,4,1,0.0,85.59,0.0742,0.1308,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,18,0.722222,3.472222,0
1546acf792d56905acf627f973d3ecdfacfd3bbaae5be2110da914c0cc0d7b3f,96c07b149bd273a61645566bc62c130c2072112a71a97fe6ca7ac12a84000ad4,9657919572610c44e90ae7341f36811fc8acf035db431775883cfe85a60a23c0,train,SCHOOL_VOCABULARY,english,legacy_random,new_direction,incorrect,0,0,1.0,1,10689,1,1,3,1,0.0,4.54,0.0235,0.1029,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,0,0.0,0.0,0
5e924b3580616e79cd06f3181dac1f03b9cfc9a7f1ee9fb868759965562933db,96c07b149bd273a61645566bc62c130c2072112a71a97fe6ca7ac12a84000ad4,28f5c82001f9e865c652d32b6958b048cc02f6c902a0a366c0578fc7d80a1abf,train,NUMBERS,english,adaptive,new_direction,incorrect,0,0,1.0,1,10529,2,0,3,1,0.0,75.89,0.0783,0.1331,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,2,0.0,1.0,1
867ca38eb44caf45bf44e87fcdb96fa92b7965f3678168383c99d9cc6a02bb0f,96c07b149bd273a61645566bc62c130c2072112a71a97fe6ca7ac12a84000ad4,3d84ae23c933b78aacd771e1bfbbe8be0eed904bb47a6fe137cae79a41ae64a9,train,NUMBERS,english,random_control,new_direction,incorrect,0,0,1.0,1,12962,2,1,4,1,0.0,0.06,0.0058,0.0932,0,0,0,0.0,,,2.5,1.96,0,1,0,0,0,1,24.0,4,0.25,1.8125,0
05bc15e0c8d3648ff5fb987ffa93531a0b3eb5640ec29ab8951c6e696c140638,96c07b149bd273a61645566bc62c130c2072112a71a97fe6ca7ac12a84000ad4,78b752dc7ca5a068ed5e2c77d191b8e7e40be2904c325975f9297a25c36749e7,train,DAILY_LIFE,english,adaptive,new_direction,correct,1,0,4.0,4,9508,1,0,3,1,0.0,78.9,0.0729,0.4001,0,0,0,0.0,,,2.5,2.5,0,1,0,1,0,0,24.0,6,0.166667,1.541667,1
